source_file,review_id,clause_id,global_id,clause,topics_pred,topics_score,sent_local,sent_review,sentiment_score,sentiment_final,sentiment_text
gazprombank_debit_page2.json,1,0,1:0,Здравствуйте ! Обратился в отделение банка в г.Нягань.,BRANCH_SERVICE,1.00,0.15,1.7571428571428573,0.6321428571428571,0,neu
gazprombank_debit_page2.json,1,1,1:1,"Надо отметить, что прежде с Газпромбанком не сотрудничал.",,,0.0,1.7571428571428573,0.5271428571428571,0,neu
gazprombank_debit_page2.json,1,2,1:2,Хочется отметить внимательное отношение сотрудников во главе с управляющей.,BRANCH_SERVICE,1.00,2.0,1.7571428571428573,1.927142857142857,2,pos
gazprombank_debit_page2.json,1,3,1:3,Мой вопрос решили оперативно.,,,4.0,1.7571428571428573,3.327142857142857,2,pos
gazprombank_debit_page2.json,1,4,1:4,"К тому же, предложили оформить дебетовую карту с условиями, которые мне понравились.",DEBIT_CARDS,1.00,2.0,1.7571428571428573,1.927142857142857,2,pos
gazprombank_debit_page2.json,1,5,1:5,Карту оформили оперативно.,,,2.0,1.7571428571428573,1.927142857142857,2,pos
gazprombank_debit_page2.json,1,6,1:6,Общение было продуктивным и приятным. Всем спасибо!,,,2.15,1.7571428571428573,2.032142857142857,2,pos
gazprombank_debit_page2.json,2,0,2:0,20.09. 2025 г. В банкомате офиса Газпромбанка в г. Пятигорске пытался снять свои наличные деньги по карте.,DEBIT_CARDS;BRANCH_SERVICE,1.00;1.00,0.0,-1.7714285714285716,-0.5314285714285715,0,neu
gazprombank_debit_page2.json,2,1,2:1,В офисе г. Пятигорска установлен банкомат даже сложно сказать год его изготовления.,DEBIT_CARDS;BRANCH_SERVICE,1.00;1.00,0.0,-1.7714285714285716,-0.5314285714285715,0,neu
gazprombank_debit_page2.json,2,2,2:2,"Думаю такие банкоматы делали много, много лет назад. Ужасно устаревший. .",DEBIT_CARDS,1.00,-2.4,-1.7714285714285716,-2.2114285714285713,-2,neg
gazprombank_debit_page2.json,2,3,2:3,"Получилось снять только часть денег по карте, после чего снятие денег заблокировали на 48 часов.",,,-4.0,-1.7714285714285716,-3.3314285714285714,-2,neg
gazprombank_debit_page2.json,2,4,2:4,Общение в чате банка ничего не решило.,REMOTE_SERVICE,1.00,-2.0,-1.7714285714285716,-1.9314285714285715,-2,neg
gazprombank_debit_page2.json,2,5,2:5,"Будьте готовы, что Ваши деньги в этом банке могут просто заблокировать",,,-4.0,-1.7714285714285716,-3.3314285714285714,-2,neg
gazprombank_debit_page2.json,2,6,2:6,без объяснения причин.,,,0.0,-1.7714285714285716,-0.5314285714285715,0,neu
gazprombank_debit_page2.json,3,0,3:0,Обратилась в банк,,,0.0,0.255,0.0765,0,neu
gazprombank_debit_page2.json,3,1,3:1,чтобы разблокировать карту и получить доступ в личный кабинет,DEBIT_CARDS;REMOTE_SERVICE,1.00;1.00,-2.0,0.255,-1.3235,-1,neg
gazprombank_debit_page2.json,3,2,3:2,"т.к. сумела в одночасье утратить и то, и другое.",,,0.0,0.255,0.0765,0,neu
gazprombank_debit_page2.json,3,3,3:3,Сотрудник очень вежливо выслушал и даже не засмеялся,BRANCH_SERVICE,2.00,2.4,0.255,1.7565,2,pos
gazprombank_debit_page2.json,3,4,3:4,когда я поведала ему все свои косяки.,,,0.0,0.255,0.0765,0,neu
gazprombank_debit_page2.json,3,5,3:5,"Поскольку я иногда подтупливаю, то доверила ему единоличное решение всех моих проблем.",,,-2.0,0.255,-1.3235,-1,neg
gazprombank_debit_page2.json,3,6,3:6,Ну то есть чтобы не задавал лишних вопросов.,,,0.0,0.255,0.0765,0,neu
gazprombank_debit_page2.json,3,7,3:7,"Малый попался сообразительный, с лету все понял.",,,2.0,0.255,1.4765,1,pos
gazprombank_debit_page2.json,3,8,3:8,"Потыкал минут 5 в своем компе и предоставил мне доступ ко всему, ранее утраченному.",,,0.0,0.255,0.0765,0,neu
gazprombank_debit_page2.json,3,9,3:9,"Здорово! Жалко, что он не может так же ловко решать другие мои жизненные трудности.",,,2.15,0.255,1.5815,2,pos
gazprombank_debit_page2.json,4,0,4:0,"Здравствуйте. Закрыли карту в с переводом средств на другую карту не спустя месяц, как указано (оказывается) в договоре, а через 35 дней, спустя примерно неделю на карту, указанную в заявлении пришла не полная сумма, остальная где-то зависла, ни в Газпроме, ни в банке, указанном в заявлении их нет.",MONEY_TRANSFERS,2.00,-4.0,-2.0,-3.4,-2,neg
gazprombank_debit_page2.json,4,1,4:1,Жду уже более двух недель.,,,0.0,-2.0,-0.6,0,neu
gazprombank_debit_page2.json,5,0,5:0,После получения дебетовой карты не смогла войти в приложение и активировать карту.,DEBIT_CARDS;MOBILE_APP,1.00;1.00,0.0,1.866666666666667,0.56,0,neu
gazprombank_debit_page2.json,5,1,5:1,Приехала в офис на декабристов.,BRANCH_SERVICE,1.00,0.0,1.866666666666667,0.56,0,neu
gazprombank_debit_page2.json,5,2,5:2,"Офис очень красивый, с кондиционером, людей было не много.",BRANCH_SERVICE,1.00,0.4,1.866666666666667,0.8400000000000001,1,pos
gazprombank_debit_page2.json,5,3,5:3,"Специалист банка быстро мне помогла, очень вежливая, ответила на все вопросы.",BRANCH_SERVICE,2.00,6.4,1.866666666666667,5.039999999999999,2,pos
gazprombank_debit_page2.json,5,4,5:4,Сложилось впечатление что специалист очень компетентная,BRANCH_SERVICE,1.00,2.4,1.866666666666667,2.24,2,pos
gazprombank_debit_page2.json,5,5,5:5,Спасибо за помощь.,,,2.0,1.866666666666667,1.96,2,pos
gazprombank_debit_page2.json,6,0,6:0,"Подошла получить зарплату карту, выдали талон.",BRANCH_SERVICE,1.00,0.0,0.0,0.0,0,neu
gazprombank_debit_page2.json,6,1,6:1,Время ожидания составило до 10 минут,BRANCH_SERVICE,1.00,-2.0,0.0,-1.4,-1,neg
gazprombank_debit_page2.json,6,2,6:2,сотрудник выдал карту в течение 15 минут (если сделать меньше бумажной волокиты - быстрее получение,BRANCH_SERVICE,1.00,2.0,0.0,1.4,1,pos
gazprombank_debit_page2.json,6,3,6:3,"увы, пока так нельзя).",,,0.0,0.0,0.0,0,neu
gazprombank_debit_page2.json,6,4,6:4,"Отделение чистое, комфортное.",BRANCH_SERVICE,1.00,0.0,0.0,0.0,0,neu
gazprombank_debit_page2.json,6,5,6:5,"Адрес: Вольская, 91.",,,0.0,0.0,0.0,0,neu
gazprombank_debit_page2.json,6,6,6:6,"как основной банк использовать бы не стала, не доверяю.",,,0.0,0.0,0.0,0,neu
gazprombank_debit_page2.json,7,0,7:0,выбрала удобное для мен время и место доставки.,,,2.0,1.0,1.7,2,pos
gazprombank_debit_page2.json,7,1,7:1,"Сразу же связались по телефону, уточнили детали.",REMOTE_SERVICE,1.00,0.0,1.0,0.3,0,neu
gazprombank_debit_page2.json,7,2,7:2,"Менеджер пришел в назначенное время, все вежливо, корректно и по существу обьяснил.",BRANCH_SERVICE,2.00,2.0,1.0,1.7,2,pos
gazprombank_debit_page2.json,7,3,7:3,Все свои действия комментировал (что делает,,,0.0,1.0,0.3,0,neu
gazprombank_debit_page2.json,7,4,7:4,"для чего, сколько времени это займет ) .",,,0.0,1.0,0.3,0,neu
gazprombank_debit_page2.json,7,5,7:5,Помог в установке приложения и входом в личный кабинет а инет.,REMOTE_SERVICE,1.00,2.0,1.0,1.7,2,pos
gazprombank_debit_page2.json,8,0,8:0,"Представь Газпромбанка доставил карту на следующий день после оформления заявки на сайте домой в удобное для меня время, ответил на все мои вопросы, помог скачать приложение Газпромбанка, обслуживанием довольна, большое спасибо!",MOBILE_APP,1.00,6.15,2.0500000000000003,4.92,2,pos
gazprombank_debit_page2.json,8,1,8:1,"Рассказал о вкладах, о накопительном счёте, порадовали хорошие проценты вклада и накопительного счета.",DEPOSITS,1.00,0.0,2.0500000000000003,0.6150000000000001,0,neu
gazprombank_debit_page2.json,8,2,8:2,Буду рекомендовать ваш банк знакомым.,,,0.0,2.0500000000000003,0.6150000000000001,0,neu
gazprombank_debit_page2.json,9,0,9:0,Пришла по приглашению через смс.,,,0.0,1.4666666666666668,0.44,0,neu
gazprombank_debit_page2.json,9,1,9:1,"Была проблема с получением талона, помогли без проблем.",BRANCH_SERVICE,1.00,-2.0,1.4666666666666668,-0.96,-1,neg
gazprombank_debit_page2.json,9,2,9:2,"Ждать не пришлось, приняли сразу.",BRANCH_SERVICE,2.00,0.0,1.4666666666666668,0.44,0,neu
gazprombank_debit_page2.json,9,3,9:3,"Девушка очень вежливая, всё объяснила, рассказала и показала, вопрос был решён в течении пяти минут.",BRANCH_SERVICE,1.00,4.4,1.4666666666666668,3.52,2,pos
gazprombank_debit_page2.json,9,4,9:4,По собственному опыту скажу,,,0.0,1.4666666666666668,0.44,0,neu
gazprombank_debit_page2.json,9,5,9:5,что в других банках,,,0.0,1.4666666666666668,0.44,0,neu
gazprombank_debit_page2.json,9,6,9:6,"это бывает, встречается очень не вежливые люди.",BRANCH_SERVICE,1.00,0.4,1.4666666666666668,0.72,0,neu
gazprombank_debit_page2.json,9,7,9:7,"В общем, ючто хочу сказать:расположение банка очень в удобном месте, персонал вежливый и приветливый, банковское приложение понятное и не сложное.",BRANCH_SERVICE,3.00,8.4,1.4666666666666668,6.32,2,pos
gazprombank_debit_page2.json,9,8,9:8,Спасибо большое всему коллективу Газпромбанка.,,,2.0,1.4666666666666668,1.8399999999999999,2,pos
gazprombank_debit_page2.json,10,0,10:0,Один из немногих понятных банков.,,,2.0,0.4444444444444444,1.5333333333333332,2,pos
gazprombank_debit_page2.json,10,1,10:1,Может не самый модный и не самый технологичный,,,0.0,0.4444444444444444,0.13333333333333333,0,neu
gazprombank_debit_page2.json,10,2,10:2,самый адекватный это точно.,,,0.0,0.4444444444444444,0.13333333333333333,0,neu
gazprombank_debit_page2.json,10,3,10:3,Не спамит ежедневным звонками,,,0.0,0.4444444444444444,0.13333333333333333,0,neu
gazprombank_debit_page2.json,10,4,10:4,доводит новости о продуктах.,,,0.0,0.4444444444444444,0.13333333333333333,0,neu
gazprombank_debit_page2.json,10,5,10:5,"Всегда можно получить поддержку, которая поможет.",REMOTE_SERVICE,1.00,2.0,0.4444444444444444,1.5333333333333332,2,pos
gazprombank_debit_page2.json,10,6,10:6,Ненужные услуги не навязываются.,,,-2.0,0.4444444444444444,-1.2666666666666666,-1,neg
gazprombank_debit_page2.json,10,7,10:7,Сеиь банкоматов обширная,DEBIT_CARDS,1.00,0.0,0.4444444444444444,0.13333333333333333,0,neu
gazprombank_debit_page2.json,10,8,10:8,если что можно воспрльзоваться партнерскими. Рекомендую.,,,2.0,0.4444444444444444,1.5333333333333332,2,pos
gazprombank_debit_page2.json,11,0,11:0,Получал премиальные карту.,DEBIT_CARDS,1.00,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,1,11:1,"Сотрудник вежливый, терпеливый.",BRANCH_SERVICE,2.00,2.0,0.7142857142857143,1.614285714285714,2,pos
gazprombank_debit_page2.json,11,2,11:2,Контролировала полностью процесс.,,,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,3,11:3,Рассказала о скрытых условиях.,,,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,4,11:4,Все подробно перечислила.,,,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,5,11:5,Рассказала о возможных вариантах.,,,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,6,11:6,"Предложила воспользоваться симкартой с хорошим тарифом и бонусами, также рассказала как можно подобрать на накопительный счёт выгодные варианты ставок и виды вклада.",DEPOSITS,2.00,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,7,11:7,пришёл в вечернее время.,,,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,8,11:8,"Не перебивала, выслушала помогла подобрать и зарегистрировать дебетовую карту и подключила премиум услуги.",DEBIT_CARDS,1.00,2.0,0.7142857142857143,1.614285714285714,2,pos
gazprombank_debit_page2.json,11,9,11:9,Предупредила что нужно совершить одну покупку в месяц.,DEBIT_CARDS,1.00,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,10,11:10,"Молодая, симпотичная и тактично девушка.",,,2.0,0.7142857142857143,1.614285714285714,2,pos
gazprombank_debit_page2.json,11,11,11:11,Подняла настроение и помогла все настроить в телефоне.,,,2.0,0.7142857142857143,1.614285714285714,2,pos
gazprombank_debit_page2.json,11,12,11:12,"Остался довольным, такое редко бывает.",,,0.0,0.7142857142857143,0.21428571428571427,0,neu
gazprombank_debit_page2.json,11,13,11:13,"Побольше бы таких сотрудников, обычно все совсем наоборот.",BRANCH_SERVICE,1.00,2.0,0.7142857142857143,1.614285714285714,2,pos
gazprombank_debit_page2.json,12,0,12:0,Заявку на карту оставлял 2.05.,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,1,12:1,"2025, получил карту 6.05.",,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,2,12:2,2025. Совершил покупку на установленную сумму ровно на 30й день 4.06.,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,3,12:3,"2025, что подходит под условия акции.",OTHER_SERVICES,2.00,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,4,12:4,"Прошло уже три месяца с выполнения всех условий, крайний срок это два месяца, то есть уже месяц после конечной даты отправки прошел и за этот последний месяц никаких подвижек по разбирательству, газпромбанк в поддержке перекладывает ответственность на организатора акции ООО ""Гетблоггер"", те в ответ просто молчат.",OTHER_SERVICES,2.00,-2.0,-0.26666666666666666,-1.48,-1,neg
gazprombank_debit_page2.json,12,5,12:5,"был в участии в двух акциях, на сертификат и 1000 баллов от газпромбанка за покупки в первые 30 дней, за покупки 1000 получил, сертификат не получил.",OTHER_SERVICES,2.00,-2.0,-0.26666666666666666,-1.48,-1,neg
gazprombank_debit_page2.json,12,6,12:6,Ирония в том,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,7,12:7,что эта 1000 баллами никак не используется,OTHER_SERVICES,1.00,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,8,12:8,чтобы её потратить,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,9,12:9,надо пользоваться картой газпромбанка и хранить на ней деньги.,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,10,12:10,"Почему начислили баллы, где мне надо пользоваться картой для их использования и не начислили сертификат?",OTHER_SERVICES,2.00,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,11,12:11,Как хранить тут деньги,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,12,12:12,если даже с простым сертификатом идет обман?,OTHER_SERVICES,1.00,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,13,12:13,"Все для привлечения клиентов и потом начинается замкнутый круг разбирательств, где двое передают эстафету(в данном случае обращение) друг другу бесконечно, все нацеленно на то",,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,12,14,12:14,что клиент сам забудет про это или не захочется разбираться в этой бесконечной рутине.,,,0.0,-0.26666666666666666,-0.08,0,neu
gazprombank_debit_page2.json,13,0,13:0,"Обратился в данный банк для окрытия дебетовой карты, в итоге навязали платные услуг, сим карту я ругался долго в этом банке",DEBIT_CARDS,1.00,-4.0,-2.6285714285714286,-3.5885714285714285,-2,neg
gazprombank_debit_page2.json,13,1,13:1,"там бестолковые сотрудник, им главное навязать свои услуги.",BRANCH_SERVICE,1.00,-2.0,-2.6285714285714286,-2.1885714285714286,-2,neg
gazprombank_debit_page2.json,13,2,13:2,"Отвратительный банк и обслуживание, менеджеры хамоватые не грамотные, навязывают услуги в наглую и ставят условия в этот банк больше не нагой и не кому не советую.",BRANCH_SERVICE,1.00,-8.4,-2.6285714285714286,-6.668571428571428,-2,neg
gazprombank_debit_page2.json,13,3,13:3,Такого я еще не видел.,,,0.0,-2.6285714285714286,-0.7885714285714286,-1,neg
gazprombank_debit_page2.json,13,4,13:4,. сразу после визита закрыл счет в данным банке т.,,,0.0,-2.6285714285714286,-0.7885714285714286,-1,neg
gazprombank_debit_page2.json,13,5,13:5,к навязали свою банковскую карту.,,,-2.0,-2.6285714285714286,-2.1885714285714286,-2,neg
gazprombank_debit_page2.json,13,6,13:6,"приложение для айфона нету, веб версия хромая короче это черная дыра а не банк.",MOBILE_APP,1.00,-2.0,-2.6285714285714286,-2.1885714285714286,-2,neg
gazprombank_debit_page2.json,14,0,14:0,"Хочу выразить благодарность представителю Газпромбанка, приехала вовремя и по адресу которой я ее попросил, помогла установить приложение, объяснила всё подробно, я на вахту собираюсь, хочу сделать карту газпромбанка зарплатной",MOBILE_APP,2.00,6.0,3.5,5.249999999999999,2,pos
gazprombank_debit_page2.json,14,1,14:1,думаю что эта карта отлично подойдёт,,,2.0,3.5,2.45,2,pos
gazprombank_debit_page2.json,14,2,14:2,объяснила про кэшбэк.,OTHER_SERVICES,1.00,4.0,3.5,3.8499999999999996,2,pos
gazprombank_debit_page2.json,14,3,14:3,Большое спасибо за помощь представителю Дарье)),,,2.0,3.5,2.45,2,pos
gazprombank_debit_page2.json,15,0,15:0,Доброго времени суток.,,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,1,15:1,"Сегодня 19.09. 2025 года, постил офис банка по адресу г.Челябинск ул. Труда 172.",BRANCH_SERVICE,2.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,2,15:2,"Надо было поменять номер телефона, а так же выпустить дополнительную дебетовую карту.",DEBIT_CARDS,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,3,15:3,"Озвучив цель обращения менеджеру Елене Рулаковой, сразу же мы было сказано",BRANCH_SERVICE,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,4,15:4,что у них выпуск дебетовый карты возможен только при условии приобретения услуги Страхования от мошеннических действий и т.,DEBIT_CARDS,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,5,15:5,"п, на год, стоимостью 3000 рублей и это является обязательным условием !",,,0.15,-0.24666666666666665,0.031,0,neu
gazprombank_debit_page2.json,15,6,15:6,На что мной было опровергнуто это заявление,,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,7,15:7,"сказав, что это скорее дополнительная добровольная услуга",OTHER_SERVICES,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,8,15:8,она не может быть обязательной,,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,9,15:9,"мне сказали, что в их офисе так и они сами могут выставлять правила получения дебетовой карты",DEBIT_CARDS;BRANCH_SERVICE,1.00;1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,10,15:10,"""обратитесь в другой офис или закажите доставку"".",BRANCH_SERVICE,1.00,-2.0,-0.24666666666666665,-1.474,-1,neg
gazprombank_debit_page2.json,15,11,15:11,"На мой вопрос, где можно ознакомится с этим правилом или требованием, было сказано ""негде нельзя"", я уточнил, разве отделение может устанавливать свои правила которые могут отличатся от банка, компании ?",BRANCH_SERVICE,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,12,15:12,ответ был утвердительный - да !,,,0.15,-0.24666666666666665,0.031,0,neu
gazprombank_debit_page2.json,15,13,15:13,"Дальше я включил диктофон, где еще раз задал вопрос, о том",,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,14,15:14,что вы мне отказывается в получении дебетовой карты,DEBIT_CARDS,1.00,-2.0,-0.24666666666666665,-1.474,-1,neg
gazprombank_debit_page2.json,15,15,15:15,без приобретения услуги страхования ?,,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,16,15:16,"В ответ молчание, постоянные перебежки ( видимо за ответом к кому то постарше).",,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,17,15:17,"весь разговор записан, скину уполномоченным лицам.",,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,18,15:18,"Далее после очередного похода в другую часть офиса, было предложено пока сменить номер, а дальше - так и быть, мы ""заведем заявку на открытие дебетовой карты"".",DEBIT_CARDS;BRANCH_SERVICE,1.00;1.00,-2.0,-0.24666666666666665,-1.474,-1,neg
gazprombank_debit_page2.json,15,19,15:19,"Номер сменили, далее началась комедия",,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,20,15:20,что то пощелкали на клавиатуре и в ответ - извините,,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,21,15:21,банк отказал вам в открытии карты )),,,-2.0,-0.24666666666666665,-1.474,-1,neg
gazprombank_debit_page2.json,15,22,15:22,"повторяю, я клиент банка, без каких либо блокировок и т.",,,-2.0,-0.24666666666666665,-1.474,-1,neg
gazprombank_debit_page2.json,15,23,15:23,"д Звоню на горячую линию банка, в 16:40 по местному времени, объясняю ситуацию, где конечно мне говорят",,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,24,15:24,что это не обязательная услуга и не может быть обязательной в каком то офисе,BRANCH_SERVICE;OTHER_SERVICES,1.00;1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,25,15:25,"далее поясняю, что мне утверждают обратное",,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,26,15:26,"даже более, якобы банк отказал мне в открытии карты, оператор проверяет заявки или же статус заявки на открытии и говорит, сегодня не было заявок на открытие вам карты, конечно же я не удивляюсь, это понятно всем.",REMOTE_SERVICE,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,27,15:27,Захожу обратно в офис,BRANCH_SERVICE,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,28,15:28,рассказываю про разговор на горячей линии и что вы думаете ?,REMOTE_SERVICE,1.00,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,29,15:29,) Немного переписки по личному телефону и там видимо написали,,,0.0,-0.24666666666666665,-0.074,0,neu
gazprombank_debit_page2.json,15,30,15:30,"""На горячей линии не могут все видить, мы с ними не связаны, это стадия заявки на уровне нас и по ней пришел отказ, к ним отношения не имеет"" Что . .",REMOTE_SERVICE,1.00,-2.0,-0.24666666666666665,-1.474,-1,neg
